ID,p1x,t_x,T,p2x
498192,1,6.285714286,9.714285714,1
498198,0,0,9.714285714,0
498217,0,0,9.714285714,0
498222,0,0,9.714285714,0
498223,0,0,9.714285714,0
498231,0,0,9.714285714,0
498240,0,0,9.714285714,0
498255,0,0,9.714285714,0
498256,1,1.714285714,9.714285714,1
498275,0,0,9.714285714,0
498277,0,0,9.714285714,0
498293,0,0,9.714285714,0
498303,0,0,9.714285714,1
498306,0,0,9.714285714,0
498309,0,0,9.714285714,0
498315,0,0,9.714285714,0
498317,0,0,9.714285714,0
498345,0,0,9.714285714,0
498347,3,9,9.714285714,0
498349,0,0,9.714285714,0
498352,0,0,9.714285714,0
498381,0,0,9.714285714,0
498390,0,0,9.714285714,0
498413,0,0,9.714285714,0
498431,0,0,9.714285714,0
498440,0,0,9.714285714,0
498455,0,0,9.714285714,0
498460,0,0,9.714285714,0
498463,0,0,9.714285714,0
498470,0,0,9.714285714,0
498474,0,0,9.714285714,0
498477,0,0,9.714285714,0
498483,0,0,9.714285714,0
498486,0,0,9.714285714,0
498487,0,0,9.714285714,0
498494,0,0,9.714285714,0
498526,0,0,9.714285714,0
498537,1,0.285714286,9.714285714,0
498544,0,0,9.714285714,0
498590,0,0,9.714285714,0
498592,2,3.714285714,9.714285714,14
498593,6,5.428571429,9.714285714,1
498601,0,0,9.714285714,0
498605,0,0,9.714285714,0
498619,0,0,9.714285714,0
498620,0,0,9.714285714,0
498621,0,0,9.714285714,0
498623,1,1.857142857,9.714285714,0
498635,0,0,9.714285714,0
498638,1,0.285714286,9.714285714,0
498645,0,0,9.714285714,0
498654,0,0,9.714285714,0
498685,1,0.285714286,9.714285714,0
498700,0,0,9.714285714,0
498705,0,0,9.714285714,0
498722,0,0,9.714285714,0
498726,0,0,9.714285714,0
498735,0,0,9.714285714,0
498746,0,0,9.714285714,0
498749,0,0,9.714285714,0
498763,6,9.428571429,9.714285714,13
498768,0,0,9.714285714,0
498776,0,0,9.571428571,0
498780,0,0,9.571428571,0
498781,2,0.285714286,9.571428571,0
498782,0,0,9.571428571,0
498786,0,0,9.571428571,0
498788,0,0,9.571428571,0
498790,0,0,9.571428571,0
498793,0,0,9.571428571,0
498796,0,0,9.571428571,0
498799,0,0,9.571428571,0
498805,0,0,9.571428571,0
498807,0,0,9.571428571,0
498812,1,8,9.571428571,0
498820,0,0,9.571428571,0
498843,0,0,9.571428571,0
498848,0,0,9.571428571,0
498853,0,0,9.571428571,0
498864,0,0,9.571428571,0
498874,0,0,9.571428571,0
498877,0,0,9.571428571,0
498882,0,0,9.571428571,0
498886,0,0,9.571428571,0
498911,0,0,9.571428571,0
498920,0,0,9.571428571,0
498928,0,0,9.571428571,0
498934,1,5.571428571,9.571428571,0
498939,0,0,9.571428571,0
498949,0,0,9.571428571,0
498956,2,0.571428571,9.571428571,17
498971,0,0,9.571428571,0
498974,0,0,9.571428571,0
498994,0,0,9.571428571,1
498996,1,0.857142857,9.571428571,0
499001,2,1.285714286,9.571428571,0
499006,0,0,9.571428571,0
499031,0,0,9.571428571,0
499047,0,0,9.571428571,0
499053,1,0.142857143,9.571428571,0
499059,0,0,9.571428571,0
499090,0,0,9.571428571,0
499091,0,0,9.571428571,0
499098,0,0,9.571428571,0
499127,0,0,9.571428571,0
499177,0,0,9.571428571,0
499199,0,0,9.571428571,0
499212,0,0,9.571428571,0
499225,0,0,9.571428571,0
499230,0,0,9.571428571,0
499233,0,0,9.571428571,0
499235,0,0,9.571428571,0
499247,0,0,9.571428571,0
499256,0,0,9.571428571,3
499267,0,0,9.571428571,0
499268,0,0,9.571428571,0
499272,0,0,9.571428571,0
499274,0,0,9.571428571,0
499281,2,9.142857143,9.571428571,10
499320,0,0,9.571428571,0
499321,0,0,9.571428571,0
499329,1,0.714285714,9.571428571,0
499334,0,0,9.571428571,0
499358,0,0,9.571428571,0
499365,0,0,9.571428571,0
499369,0,0,9.571428571,0
499375,0,0,9.571428571,0
499376,4,1,9.571428571,0
499387,0,0,9.571428571,0
499398,0,0,9.571428571,0
499405,0,0,9.571428571,0
499408,0,0,9.571428571,0
499410,0,0,9.571428571,0
499418,0,0,9.571428571,0
499422,0,0,9.571428571,0
499427,0,0,9.571428571,0
499430,0,0,9.571428571,0
499437,0,0,9.571428571,0
499447,0,0,9.571428571,0
499450,0,0,9.571428571,0
499457,0,0,9.571428571,0
499461,1,0.142857143,9.571428571,0
499469,0,0,9.571428571,0
499470,0,0,9.571428571,0
499471,0,0,9.571428571,0
499482,0,0,9.571428571,0
499494,0,0,9.571428571,0
499509,0,0,9.571428571,0
499518,0,0,9.571428571,0
499522,0,0,9.571428571,0
499523,4,5.857142857,9.571428571,10
499533,2,0.285714286,9.571428571,0
499555,1,0.857142857,9.571428571,0
499558,0,0,9.571428571,0
499559,0,0,9.571428571,0
499560,0,0,9.571428571,0
499575,0,0,9.571428571,0
499580,1,0.571428571,9.571428571,0
499592,0,0,9.571428571,0
499594,0,0,9.571428571,0
499602,0,0,9.571428571,0
499625,0,0,9.571428571,5
499655,1,4.714285714,9.571428571,5
499660,0,0,9.571428571,0
499682,0,0,9.571428571,0
499684,0,0,9.571428571,0
499686,1,0.285714286,9.571428571,0
499689,0,0,9.571428571,0
499736,0,0,9.571428571,0
499743,0,0,9.571428571,3
499751,0,0,9.571428571,3
499765,0,0,9.571428571,0
499783,0,0,9.571428571,0
499811,0,0,9.571428571,0
499825,0,0,9.571428571,0
499827,0,0,9.571428571,0
499838,0,0,9.571428571,0
499844,0,0,9.571428571,0
499847,0,0,9.571428571,0
499857,0,0,9.571428571,0
499872,1,3.428571429,9.571428571,11
499874,0,0,9.571428571,0
499899,1,0.714285714,9.571428571,1
499902,0,0,9.571428571,0
499924,0,0,9.571428571,0
499925,0,0,9.571428571,0
499944,0,0,9.571428571,0
499963,0,0,9.571428571,0
499966,0,0,9.571428571,0
499970,0,0,9.571428571,0
499978,0,0,9.571428571,0
499986,0,0,9.571428571,0
499995,0,0,9.571428571,0
500004,0,0,9.571428571,1
500008,0,0,9.571428571,0
500011,0,0,9.571428571,0
500017,0,0,9.571428571,0
500018,0,0,9.571428571,0
500035,0,0,9.571428571,0
500038,0,0,9.571428571,0
500058,0,0,9.571428571,0
500126,1,0.571428571,9.571428571,0
500134,0,0,9.571428571,0
500136,0,0,9.571428571,0
500138,0,0,9.571428571,2
500140,0,0,9.571428571,0
500141,0,0,9.571428571,0
500150,1,2,9.571428571,0
500156,0,0,9.571428571,0
500169,0,0,9.571428571,0
500188,3,6.142857143,9.571428571,17
500189,0,0,9.571428571,0
500198,0,0,9.571428571,0
500236,2,7.571428571,9.571428571,6
500247,0,0,9.571428571,0
500259,0,0,9.571428571,0
500262,0,0,9.571428571,0
500271,1,8.142857143,9.571428571,1
500300,0,0,9.571428571,0
500307,0,0,9.571428571,0
500312,0,0,9.571428571,0
500319,0,0,9.571428571,0
500322,0,0,9.571428571,0
500341,0,0,9.571428571,0
500345,0,0,9.571428571,0
500348,0,0,9.571428571,0
500396,0,0,9.571428571,1
500398,0,0,9.571428571,0
500422,0,0,9.571428571,0
500431,0,0,9.571428571,0
500435,0,0,9.571428571,0
500445,2,7,9.571428571,0
500449,0,0,9.571428571,0
500463,0,0,9.571428571,0
500478,1,1.714285714,9.571428571,0
500481,0,0,9.571428571,0
500482,1,0.142857143,9.571428571,0
500484,0,0,9.571428571,0
500489,0,0,9.571428571,0
500493,0,0,9.571428571,0
500518,0,0,9.428571429,0
500531,0,0,9.428571429,0
500537,0,0,9.428571429,0
500540,0,0,9.428571429,0
500542,1,0.142857143,9.428571429,0
500555,0,0,9.428571429,0
500556,5,7,9.428571429,11
500558,0,0,9.428571429,0
500567,0,0,9.428571429,0
500568,0,0,9.428571429,0
500569,1,1.571428571,9.428571429,0
500570,0,0,9.428571429,0
500572,0,0,9.428571429,0
500593,0,0,9.428571429,0
500608,0,0,9.428571429,0
500619,1,6.285714286,9.428571429,1
500652,0,0,9.428571429,0
500655,0,0,9.428571429,0
500671,0,0,9.428571429,0
500687,0,0,9.428571429,0
500692,0,0,9.428571429,0
500700,0,0,9.428571429,0
500724,0,0,9.428571429,0
500800,0,0,9.428571429,0
500804,0,0,9.428571429,0
500814,0,0,9.428571429,0
500816,0,0,9.428571429,0
500833,0,0,9.428571429,0
500851,0,0,9.428571429,0
500874,0,0,9.428571429,0
500881,0,0,9.428571429,0
500907,0,0,9.428571429,0
500932,0,0,9.428571429,0
500955,0,0,9.428571429,0
500975,0,0,9.428571429,0
500976,0,0,9.428571429,0
501038,0,0,9.428571429,0
501062,0,0,9.428571429,0
501068,0,0,9.428571429,0
501090,0,0,9.428571429,0
501094,0,0,9.428571429,0
501179,0,0,9.428571429,0
501193,0,0,9.428571429,0
501203,0,0,9.428571429,0
501205,0,0,9.428571429,0
501229,0,0,9.428571429,0
501324,0,0,9.428571429,0
501327,1,6.285714286,9.428571429,0
501333,0,0,9.428571429,0
501374,0,0,9.428571429,0
501407,0,0,9.428571429,0
501410,0,0,9.428571429,0
501479,1,2.285714286,9.428571429,2
501488,0,0,9.428571429,0
501534,0,0,9.428571429,0
501564,1,0.714285714,9.428571429,0
501615,0,0,9.428571429,0
501616,4,8.285714286,9.428571429,18
501647,0,0,9.428571429,0
501664,0,0,9.428571429,0
501701,0,0,9.428571429,0
501773,0,0,9.428571429,0
501774,0,0,9.428571429,0
501784,0,0,9.428571429,0
501794,0,0,9.428571429,0
501845,2,4.571428571,9.428571429,0
501930,0,0,9.428571429,0
501946,0,0,9.428571429,0
501995,0,0,9.428571429,0
502054,0,0,9.428571429,0
502055,0,0,9.428571429,1
502077,0,0,9.428571429,0
502093,0,0,9.428571429,0
502099,0,0,9.428571429,0
502100,3,7.571428571,9.428571429,23
502141,0,0,9.428571429,0
502173,0,0,9.428571429,0
502196,0,0,9.428571429,0
502222,0,0,9.428571429,0
502283,0,0,9.428571429,0
502300,0,0,9.428571429,0
502304,0,0,9.428571429,0
502312,2,8.142857143,9.428571429,1
502313,0,0,9.428571429,0
502337,0,0,9.428571429,0
502384,0,0,9.428571429,0
502395,0,0,9.428571429,0
502482,1,3,9.428571429,0
502488,0,0,9.428571429,0
502499,0,0,9.428571429,0
502515,0,0,9.428571429,0
502523,1,6.285714286,9.428571429,0
502533,0,0,9.428571429,0
502540,0,0,9.428571429,0
502662,1,0.142857143,9.428571429,0
502706,0,0,9.428571429,0
502775,0,0,9.428571429,0
502819,0,0,9.428571429,0
502823,0,0,9.428571429,0
502838,0,0,9.428571429,0
502852,0,0,9.428571429,0
502858,0,0,9.428571429,0
502894,0,0,9.428571429,0
502900,0,0,9.428571429,0
502910,0,0,9.428571429,0
502914,0,0,9.428571429,0
502926,0,0,9.428571429,0
502981,2,8.285714286,9.428571429,1
503020,0,0,9.428571429,0
503030,1,2.428571429,9.428571429,0
503083,0,0,9.428571429,0
503104,4,1.571428571,9.428571429,0
503114,1,0.285714286,9.428571429,1
503135,0,0,9.428571429,0
503142,0,0,9.428571429,0
503143,0,0,9.428571429,0
503144,0,0,9.428571429,0
503149,0,0,9.428571429,0
503193,0,0,9.428571429,4
503230,0,0,9.428571429,0
503247,2,8.428571429,9.428571429,2
503276,0,0,9.428571429,0
503296,0,0,9.428571429,0
503297,0,0,9.428571429,0
503303,0,0,9.428571429,0
503305,0,0,9.428571429,0
503360,0,0,9.428571429,3
503361,0,0,9.428571429,0
503394,1,1.142857143,9.428571429,0
503424,0,0,9.428571429,0
503440,0,0,9.428571429,0
503469,0,0,9.428571429,0
503509,0,0,9.428571429,0
503518,0,0,9.428571429,0
503540,0,0,9.428571429,0
503542,0,0,9.428571429,2
503608,0,0,9.428571429,0
503652,0,0,9.428571429,0
503665,1,0.142857143,9.428571429,0
503732,0,0,9.428571429,0
503741,0,0,9.428571429,0
503768,0,0,9.428571429,0
503794,0,0,9.428571429,0
503855,0,0,9.428571429,0
503869,0,0,9.428571429,0
503940,2,5.285714286,9.428571429,12
503944,0,0,9.428571429,0
503946,0,0,9.428571429,0
503971,0,0,9.428571429,0
503980,0,0,9.428571429,0
504018,0,0,9.428571429,0
504062,0,0,9.428571429,0
504123,0,0,9.428571429,0
504174,2,8.142857143,9.428571429,6
504181,0,0,9.428571429,0
504192,0,0,9.428571429,0
504193,0,0,9.428571429,0
504313,0,0,9.428571429,0
504350,0,0,9.428571429,0
504406,0,0,9.428571429,0
504428,0,0,9.428571429,0
504450,1,2.285714286,9.428571429,1
504475,1,0.142857143,9.428571429,0
504545,0,0,9.428571429,0
504621,0,0,9.428571429,0
504653,0,0,9.428571429,0
504673,0,0,9.428571429,0
504704,0,0,9.428571429,0
504710,0,0,9.428571429,0
504739,0,0,9.428571429,0
504740,0,0,9.428571429,0
504751,0,0,9.428571429,0
504809,0,0,9.428571429,0
504841,0,0,9.428571429,0
504849,0,0,9.428571429,0
504860,0,0,9.428571429,0
504864,0,0,9.428571429,0
504900,0,0,9.428571429,0
504907,0,0,9.428571429,0
504917,0,0,9.428571429,0
504929,0,0,9.428571429,0
504942,0,0,9.428571429,0
504956,0,0,9.428571429,0
504970,0,0,9.428571429,0
505001,0,0,9.428571429,0
505045,0,0,9.428571429,0
505090,0,0,9.428571429,0
505102,0,0,9.428571429,0
505106,0,0,9.428571429,0
505113,3,4.428571429,9.428571429,9
505114,0,0,9.428571429,0
505141,0,0,9.428571429,2
505144,0,0,9.428571429,0
505178,0,0,9.428571429,0
505191,0,0,9.428571429,0
505200,0,0,9.428571429,0
505214,1,0.285714286,9.428571429,0
505215,0,0,9.428571429,0
505226,0,0,9.428571429,0
505284,0,0,9.428571429,0
505293,0,0,9.428571429,0
505317,1,1.285714286,9.428571429,0
505319,0,0,9.428571429,0
505345,0,0,9.428571429,0
505356,0,0,9.428571429,0
505371,0,0,9.428571429,0
505398,0,0,9.428571429,0
505400,0,0,9.428571429,0
505404,0,0,9.428571429,0
505446,0,0,9.428571429,0
505458,0,0,9.428571429,0
505471,0,0,9.428571429,0
505488,0,0,9.428571429,0
505503,0,0,9.428571429,0
505511,0,0,9.428571429,0
505515,0,0,9.428571429,0
505527,4,7.428571429,9.428571429,8
505535,0,0,9.428571429,0
505550,0,0,9.428571429,0
505555,0,0,9.428571429,0
505569,0,0,9.428571429,0
505572,0,0,9.428571429,0
505580,0,0,9.428571429,0
505603,0,0,9.428571429,0
505616,0,0,9.428571429,0
505639,0,0,9.428571429,0
505652,0,0,9.428571429,0
505655,0,0,9.428571429,0
505660,0,0,9.428571429,0
505680,0,0,9.428571429,0
505684,0,0,9.428571429,0
505702,1,7.142857143,9.428571429,2
505715,0,0,9.428571429,0
505723,0,0,9.428571429,0
505725,0,0,9.428571429,0
505834,0,0,9.428571429,0
505837,0,0,9.428571429,0
505864,0,0,9.428571429,0
505906,0,0,9.428571429,0
505942,0,0,9.428571429,0
505950,0,0,9.428571429,0
505973,0,0,9.428571429,0
505978,0,0,9.428571429,0
505979,0,0,9.428571429,0
505983,0,0,9.428571429,0
505997,0,0,9.428571429,1
506076,0,0,9.428571429,0
506079,0,0,9.428571429,0
506090,0,0,9.428571429,0
506105,0,0,9.428571429,0
506122,0,0,9.428571429,0
506141,0,0,9.428571429,0
506156,0,0,9.428571429,0
506166,0,0,9.428571429,0
506176,1,0.142857143,9.428571429,0
506181,0,0,9.428571429,0
506252,0,0,9.428571429,0
506270,0,0,9.428571429,0
506303,0,0,9.428571429,0
506327,3,8.142857143,9.428571429,6
506338,0,0,9.428571429,0
506353,0,0,9.428571429,0
506368,1,0.571428571,9.428571429,1
506391,0,0,9.428571429,0
506399,0,0,9.428571429,0
506405,0,0,9.428571429,0
506424,2,1.142857143,9.428571429,1
506439,0,0,9.428571429,2
506450,0,0,9.428571429,0
506459,0,0,9.428571429,0
506467,0,0,9.428571429,0
506471,0,0,9.428571429,0
506472,0,0,9.428571429,0
506475,0,0,9.285714286,0
506489,0,0,9.285714286,0
506492,0,0,9.285714286,0
506495,0,0,9.285714286,0
506504,0,0,9.285714286,0
506537,0,0,9.285714286,0
506552,0,0,9.285714286,0
506553,0,0,9.285714286,0
506563,0,0,9.285714286,0
506564,0,0,9.285714286,0
506579,0,0,9.285714286,0
506602,0,0,9.285714286,0
506604,0,0,9.285714286,0
506606,1,0.142857143,9.285714286,0
506616,0,0,9.285714286,0
506619,4,1,9.285714286,0
506628,0,0,9.285714286,0
506632,0,0,9.285714286,0
506646,1,0.142857143,9.285714286,0
506647,0,0,9.285714286,0
506675,1,8.428571429,9.285714286,1
506688,0,0,9.285714286,0
506731,0,0,9.285714286,0
506732,1,0.142857143,9.285714286,0
506739,0,0,9.285714286,0
506775,0,0,9.285714286,0
506794,0,0,9.285714286,0
506814,0,0,9.285714286,0
506825,0,0,9.285714286,0
506837,0,0,9.285714286,0
506929,0,0,9.285714286,0
506952,0,0,9.285714286,0
507015,0,0,9.285714286,0
507038,0,0,9.285714286,0
507072,0,0,9.285714286,0
507082,0,0,9.285714286,0
507139,0,0,9.285714286,0
507140,0,0,9.285714286,0
507143,0,0,9.285714286,0
507167,1,1.285714286,9.285714286,0
507169,0,0,9.285714286,0
507179,0,0,9.285714286,0
507203,0,0,9.285714286,0
507268,0,0,9.285714286,0
507330,0,0,9.285714286,0
507349,0,0,9.285714286,0
507366,1,0.857142857,9.285714286,0
507371,0,0,9.285714286,0
507398,0,0,9.285714286,0
507439,0,0,9.285714286,0
507455,1,1,9.285714286,0
507473,0,0,9.285714286,0
507476,0,0,9.285714286,0
507479,0,0,9.285714286,0
507496,0,0,9.285714286,0
507498,0,0,9.285714286,0
507510,0,0,9.285714286,0
507511,0,0,9.285714286,0
507521,0,0,9.285714286,0
