ID,p1x,t_x,T,p2x
507533,0,0,9.285714286,6
507549,0,0,9.285714286,0
507553,1,0.142857143,9.285714286,2
507556,0,0,9.285714286,0
507589,0,0,9.285714286,0
507621,0,0,9.285714286,0
507628,0,0,9.285714286,0
507662,0,0,9.285714286,0
507685,0,0,9.285714286,0
507712,0,0,9.285714286,0
507728,0,0,9.285714286,0
507827,0,0,9.285714286,0
507845,0,0,9.285714286,0
507866,3,5.571428571,9.285714286,4
507936,2,4,9.285714286,7
507956,0,0,9.285714286,0
507963,0,0,9.285714286,0
508025,0,0,9.285714286,0
508045,0,0,9.285714286,0
508046,0,0,9.285714286,0
508058,0,0,9.285714286,0
508061,0,0,9.285714286,0
508071,0,0,9.285714286,0
508082,0,0,9.285714286,0
508098,0,0,9.285714286,0
508104,0,0,9.285714286,0
508135,1,0.285714286,9.285714286,6
508152,0,0,9.285714286,0
508188,1,5.857142857,9.285714286,0
508239,0,0,9.285714286,0
508241,0,0,9.285714286,0
508253,0,0,9.285714286,0
508283,0,0,9.285714286,0
508345,0,0,9.285714286,0
508414,0,0,9.285714286,0
508415,0,0,9.285714286,0
508437,0,0,9.285714286,0
508454,1,0.142857143,9.285714286,0
508486,0,0,9.285714286,0
508489,0,0,9.285714286,0
508491,0,0,9.285714286,0
508496,0,0,9.285714286,0
508520,0,0,9.285714286,0
508522,0,0,9.285714286,0
508547,0,0,9.285714286,0
508548,0,0,9.285714286,0
508611,0,0,9.285714286,0
508632,0,0,9.285714286,0
508659,6,9,9.285714286,3
508674,0,0,9.285714286,1
508677,0,0,9.285714286,0
508696,0,0,9.285714286,0
508702,0,0,9.285714286,0
508703,0,0,9.285714286,0
508767,0,0,9.285714286,0
508779,0,0,9.285714286,0
508789,0,0,9.285714286,0
508825,0,0,9.285714286,0
508831,10,8.285714286,9.285714286,63
508860,0,0,9.285714286,0
508876,0,0,9.285714286,0
508893,0,0,9.285714286,0
508908,2,6.857142857,9.285714286,0
508924,4,8,9.285714286,9
508946,2,5.142857143,9.285714286,5
508971,0,0,9.285714286,0
508978,0,0,9.285714286,0
508986,0,0,9.285714286,0
509025,0,0,9.285714286,0
509057,0,0,9.285714286,0
509098,1,4.285714286,9.285714286,0
509100,0,0,9.285714286,0
509158,0,0,9.285714286,0
509199,0,0,9.285714286,0
509276,1,0.857142857,9.285714286,0
509301,0,0,9.285714286,5
509323,2,2.285714286,9.285714286,1
509336,0,0,9.285714286,0
509364,0,0,9.285714286,0
509405,0,0,9.285714286,0
509414,1,1.285714286,9.285714286,0
509503,0,0,9.285714286,0
509521,0,0,9.285714286,0
509578,1,4,9.285714286,0
509583,0,0,9.285714286,0
509605,0,0,9.285714286,0
509608,0,0,9.285714286,0
509626,0,0,9.285714286,0
509664,0,0,9.285714286,0
509670,0,0,9.285714286,0
509680,2,7.571428571,9.285714286,0
509696,0,0,9.285714286,0
509697,0,0,9.285714286,1
509708,0,0,9.285714286,0
509719,0,0,9.285714286,0
509735,0,0,9.285714286,0
509749,0,0,9.285714286,0
509820,5,7.714285714,9.285714286,37
509917,2,4,9.285714286,11
509921,0,0,9.285714286,0
509927,0,0,9.285714286,0
509955,0,0,9.285714286,1
509969,0,0,9.285714286,0
510025,1,1.571428571,9.285714286,1
510043,0,0,9.285714286,0
510062,0,0,9.285714286,0
510075,0,0,9.285714286,1
510119,2,2.571428571,9.285714286,2
510120,1,0.142857143,9.285714286,0
510126,0,0,9.285714286,0
510131,1,7,9.285714286,0
510133,0,0,9.285714286,0
510134,0,0,9.285714286,0
510138,0,0,9.285714286,0
510146,0,0,9.285714286,0
510150,0,0,9.285714286,0
510163,0,0,9.285714286,0
510167,0,0,9.285714286,0
510190,0,0,9.285714286,2
510216,1,4,9.285714286,0
510234,0,0,9.285714286,0
510240,0,0,9.285714286,0
510243,0,0,9.285714286,0
510314,0,0,9.285714286,0
510316,0,0,9.285714286,0
510370,0,0,9.285714286,0
510376,0,0,9.285714286,1
510378,2,0.428571429,9.285714286,7
510414,3,5.857142857,9.285714286,14
510423,0,0,9.285714286,0
510426,0,0,9.285714286,0
510461,0,0,9.285714286,0
510466,0,0,9.285714286,0
510467,0,0,9.285714286,0
510499,0,0,9.285714286,0
510513,0,0,9.285714286,0
510514,0,0,9.285714286,0
510523,0,0,9.285714286,0
510543,0,0,9.285714286,0
510574,0,0,9.285714286,0
510580,1,0.285714286,9.285714286,0
510619,0,0,9.285714286,0
510650,2,0.571428571,9.285714286,5
510687,0,0,9.285714286,0
510697,1,0.142857143,9.285714286,0
510722,0,0,9.285714286,0
510743,0,0,9.285714286,0
510772,0,0,9.285714286,0
510776,0,0,9.285714286,0
510779,0,0,9.285714286,0
510843,0,0,9.285714286,0
511003,0,0,9.285714286,0
511042,0,0,9.285714286,0
511043,0,0,9.285714286,0
511173,0,0,9.285714286,0
511182,0,0,9.285714286,0
511192,0,0,9.285714286,0
511206,0,0,9.285714286,0
511249,0,0,9.285714286,0
511269,0,0,9.285714286,0
511271,0,0,9.285714286,0
511278,0,0,9.285714286,0
511285,0,0,9.285714286,0
511308,0,0,9.285714286,0
511338,0,0,9.285714286,0
511345,0,0,9.285714286,0
511382,0,0,9.285714286,0
511453,1,0.142857143,9.285714286,0
511481,0,0,9.285714286,2
511534,0,0,9.285714286,0
511590,0,0,9.285714286,0
511604,0,0,9.285714286,0
511618,0,0,9.285714286,0
511632,0,0,9.285714286,0
511637,0,0,9.285714286,0
511650,0,0,9.285714286,0
511652,0,0,9.285714286,0
511654,0,0,9.285714286,0
511662,0,0,9.285714286,0
511687,0,0,9.285714286,0
511765,0,0,9.285714286,0
511780,0,0,9.285714286,0
511787,6,8.857142857,9.285714286,0
511791,0,0,9.285714286,0
511794,0,0,9.285714286,0
511797,0,0,9.285714286,0
511823,0,0,9.285714286,0
511827,0,0,9.285714286,0
511847,0,0,9.285714286,0
511876,0,0,9.285714286,0
511884,0,0,9.285714286,0
511961,0,0,9.285714286,0
511972,0,0,9.285714286,1
511995,0,0,9.285714286,1
512000,0,0,9.285714286,0
512028,0,0,9.285714286,0
512030,1,0.142857143,9.285714286,0
512044,0,0,9.285714286,0
512073,0,0,9.285714286,0
512086,0,0,9.285714286,0
512126,0,0,9.285714286,0
512163,0,0,9.285714286,0
512177,0,0,9.285714286,0
512179,0,0,9.285714286,0
512292,0,0,9.285714286,0
512296,0,0,9.285714286,0
512302,0,0,9.285714286,0
512320,0,0,9.285714286,0
512352,0,0,9.285714286,0
512389,0,0,9.285714286,0
512413,1,5.571428571,9.285714286,4
512428,0,0,9.285714286,0
512449,0,0,9.285714286,0
512455,0,0,9.285714286,2
512534,0,0,9.285714286,0
512582,0,0,9.285714286,0
512600,0,0,9.285714286,3
512606,0,0,9.285714286,0
512607,0,0,9.285714286,0
512610,0,0,9.285714286,0
512631,0,0,9.285714286,0
512674,0,0,9.285714286,0
512696,0,0,9.285714286,0
512705,0,0,9.285714286,0
512727,0,0,9.285714286,0
512745,0,0,9.285714286,0
512757,0,0,9.285714286,0
512776,0,0,9.285714286,0
512779,0,0,9.285714286,0
512793,0,0,9.285714286,0
512799,0,0,9.285714286,0
512802,0,0,9.285714286,0
512808,1,0.857142857,9.285714286,2
512818,0,0,9.285714286,0
512820,1,1.428571429,9.285714286,0
512828,0,0,9.285714286,0
512834,0,0,9.285714286,1
512835,0,0,9.285714286,0
512843,0,0,9.285714286,0
512855,0,0,9.285714286,0
512869,0,0,9.285714286,0
512884,0,0,9.285714286,0
512901,0,0,9.285714286,0
512910,0,0,9.285714286,0
512922,0,0,9.285714286,0
512924,1,0.142857143,9.285714286,0
512927,0,0,9.285714286,0
512946,0,0,9.285714286,0
512958,0,0,9.285714286,0
512967,0,0,9.285714286,0
512974,0,0,9.285714286,0
512975,0,0,9.285714286,0
512996,0,0,9.285714286,0
513042,0,0,9.285714286,0
513045,2,6.571428571,9.285714286,0
513048,4,2.285714286,9.285714286,0
513051,0,0,9.142857143,0
513082,0,0,9.142857143,0
513123,0,0,9.142857143,0
513141,0,0,9.142857143,0
513150,0,0,9.142857143,0
513158,0,0,9.142857143,0
513160,0,0,9.142857143,0
513179,0,0,9.142857143,0
513194,0,0,9.142857143,0
513211,0,0,9.142857143,0
513217,0,0,9.142857143,0
513222,0,0,9.142857143,0
513225,0,0,9.142857143,0
513242,0,0,9.142857143,0
513255,0,0,9.142857143,0
513274,0,0,9.142857143,0
513305,0,0,9.142857143,0
513335,0,0,9.142857143,0
513361,0,0,9.142857143,0
513369,4,6.428571429,9.142857143,7
513391,0,0,9.142857143,0
513402,0,0,9.142857143,0
513417,0,0,9.142857143,0
513452,0,0,9.142857143,0
513514,0,0,9.142857143,0
513524,0,0,9.142857143,0
513525,3,9.142857143,9.142857143,8
513539,0,0,9.142857143,0
513552,0,0,9.142857143,0
513554,0,0,9.142857143,0
513591,0,0,9.142857143,0
513592,0,0,9.142857143,0
513594,0,0,9.142857143,0
513622,0,0,9.142857143,0
513623,1,6.857142857,9.142857143,12
513626,0,0,9.142857143,0
513688,0,0,9.142857143,0
513695,0,0,9.142857143,0
513697,0,0,9.142857143,0
513752,0,0,9.142857143,1
513756,0,0,9.142857143,0
513759,1,3,9.142857143,0
513768,0,0,9.142857143,0
513814,0,0,9.142857143,0
513861,0,0,9.142857143,0
513889,0,0,9.142857143,0
513905,0,0,9.142857143,0
513906,0,0,9.142857143,0
513911,0,0,9.142857143,0
513927,0,0,9.142857143,0
513935,0,0,9.142857143,0
513967,3,4.571428571,9.142857143,3
513979,0,0,9.142857143,0
513981,0,0,9.142857143,0
513982,0,0,9.142857143,0
513997,0,0,9.142857143,0
514027,5,8.285714286,9.142857143,9
514048,0,0,9.142857143,0
514059,0,0,9.142857143,1
514107,0,0,9.142857143,3
514111,0,0,9.142857143,0
514121,0,0,9.142857143,0
514247,0,0,9.142857143,0
514344,0,0,9.142857143,0
514354,2,1.857142857,9.142857143,3
514400,0,0,9.142857143,0
514418,0,0,9.142857143,0
514465,6,3.142857143,9.142857143,0
514488,1,6,9.142857143,0
514492,0,0,9.142857143,0
514513,3,8.857142857,9.142857143,9
514544,0,0,9.142857143,0
514596,0,0,9.142857143,0
514600,0,0,9.142857143,0
514613,0,0,9.142857143,0
514630,0,0,9.142857143,0
514670,2,7.142857143,9.142857143,13
514691,0,0,9.142857143,0
514697,2,9,9.142857143,4
514701,0,0,9.142857143,2
514758,0,0,9.142857143,0
514787,1,5.714285714,9.142857143,1
514793,0,0,9.142857143,0
514864,1,1.142857143,9.142857143,0
514868,0,0,9.142857143,0
514869,0,0,9.142857143,0
514907,0,0,9.142857143,0
514908,0,0,9.142857143,0
514926,0,0,9.142857143,0
514943,1,0.285714286,9.142857143,0
515019,0,0,9.142857143,0
515032,0,0,9.142857143,0
515081,0,0,9.142857143,0
515089,0,0,9.142857143,0
515104,0,0,9.142857143,0
515218,0,0,9.142857143,0
515224,0,0,9.142857143,0
515228,0,0,9.142857143,0
515235,0,0,9.142857143,0
515252,0,0,9.142857143,0
515286,1,0.142857143,9.142857143,0
515304,4,6.142857143,9.142857143,5
515314,0,0,9.142857143,0
515328,0,0,9.142857143,0
515364,0,0,9.142857143,0
515367,1,5.857142857,9.142857143,1
515408,0,0,9.142857143,0
515431,0,0,9.142857143,0
515440,0,0,9.142857143,0
515455,2,4,9.142857143,0
515480,2,7,9.142857143,0
515490,0,0,9.142857143,0
515492,0,0,9.142857143,0
515502,0,0,9.142857143,0
515513,0,0,9.142857143,0
515524,0,0,9.142857143,0
515561,0,0,9.142857143,0
515617,0,0,9.142857143,0
515638,1,4.714285714,9.142857143,0
515650,0,0,9.142857143,0
515667,0,0,9.142857143,0
515678,1,4.714285714,9.142857143,3
515711,0,0,9.142857143,0
515740,0,0,9.142857143,0
515751,0,0,9.142857143,0
515853,0,0,9.142857143,0
515876,1,1.142857143,9.142857143,0
515888,0,0,9.142857143,0
515894,1,0.285714286,9.142857143,2
515910,0,0,9.142857143,0
515927,0,0,9.142857143,0
515983,1,7.142857143,9.142857143,0
516005,0,0,9.142857143,0
516008,0,0,9.142857143,0
516014,0,0,9.142857143,0
516041,2,1.857142857,9.142857143,3
516065,0,0,9.142857143,0
516076,0,0,9.142857143,0
516105,2,9,9.142857143,0
516137,0,0,9.142857143,0
516138,0,0,9.142857143,0
516142,0,0,9.142857143,0
516150,0,0,9.142857143,1
516168,0,0,9.142857143,0
516196,0,0,9.142857143,0
516214,1,0.142857143,9.142857143,0
516293,0,0,9.142857143,0
516313,1,0.142857143,9.142857143,0
516327,0,0,9.142857143,0
516333,0,0,9.142857143,0
516336,0,0,9.142857143,0
516349,0,0,9.142857143,0
516355,0,0,9.142857143,0
516366,0,0,9.142857143,0
516373,0,0,9.142857143,0
516398,0,0,9.142857143,0
516409,2,9.142857143,9.142857143,7
516438,0,0,9.142857143,0
516458,0,0,9.142857143,0
516466,0,0,9.142857143,0
516473,0,0,9.142857143,0
516481,4,4.142857143,9.142857143,4
516482,0,0,9.142857143,2
516503,1,1,9.142857143,0
516509,0,0,9.142857143,0
516514,0,0,9.142857143,0
516558,1,0.714285714,9.142857143,0
516566,0,0,9.142857143,0
516593,0,0,9.142857143,0
516595,0,0,9.142857143,0
516601,0,0,9.142857143,1
516611,0,0,9.142857143,0
516632,0,0,9.142857143,0
516650,0,0,9.142857143,0
516723,0,0,9.142857143,0
516740,0,0,9.142857143,0
516784,3,6.714285714,9.142857143,0
516802,0,0,9.142857143,0
516803,2,7.142857143,9.142857143,0
516811,0,0,9.142857143,0
516823,0,0,9.142857143,0
516837,0,0,9.142857143,0
516840,0,0,9.142857143,0
516844,1,0.142857143,9.142857143,0
516853,0,0,9.142857143,0
516900,0,0,9.142857143,0
516923,0,0,9.142857143,0
516926,4,8.142857143,9.142857143,12
516959,0,0,9.142857143,0
516970,0,0,9.142857143,0
516999,0,0,9.142857143,1
517091,0,0,9.142857143,0
517092,1,1.142857143,9.142857143,1
517121,1,0.142857143,9.142857143,0
517151,0,0,9.142857143,0
517167,0,0,9.142857143,0
517176,0,0,9.142857143,0
517180,0,0,9.142857143,0
517214,0,0,9.142857143,0
517237,0,0,9.142857143,0
517245,0,0,9.142857143,0
517271,0,0,9.142857143,0
517279,0,0,9.142857143,0
517281,0,0,9.142857143,0
517290,0,0,9.142857143,0
517308,0,0,9.142857143,0
517325,0,0,9.142857143,0
517366,0,0,9.142857143,0
517370,0,0,9.142857143,0
517379,0,0,9.142857143,0
517400,0,0,9.142857143,0
517405,0,0,9.142857143,0
517419,0,0,9.142857143,0
517438,0,0,9.142857143,0
517457,0,0,9.142857143,0
517463,0,0,9.142857143,0
517532,0,0,9.142857143,0
517537,0,0,9.142857143,0
517541,0,0,9.142857143,2
517573,0,0,9.142857143,24
517579,0,0,9.142857143,0
517583,0,0,9.142857143,0
517597,0,0,9.142857143,0
517622,0,0,9.142857143,0
517625,2,0.285714286,9.142857143,2
517672,0,0,9.142857143,0
517706,0,0,9.142857143,0
517725,2,0.714285714,9.142857143,0
517732,5,9,9.142857143,11
517737,0,0,9.142857143,0
517746,1,3,9.142857143,0
517755,0,0,9.142857143,0
517773,0,0,9.142857143,0
517779,0,0,9.142857143,0
517824,0,0,9.142857143,0
517857,0,0,9.142857143,0
517858,0,0,9.142857143,0
517863,0,0,9.142857143,2
517872,0,0,9.142857143,0
517875,0,0,9.142857143,2
517917,0,0,9.142857143,0
517926,0,0,9.142857143,0
517934,0,0,9.142857143,0
517976,0,0,9.142857143,0
517998,0,0,9.142857143,0
518001,0,0,9.142857143,0
518059,0,0,9.142857143,1
518077,0,0,9.142857143,0
518088,0,0,9.142857143,0
518125,0,0,9.142857143,0
518206,1,0.142857143,9.142857143,0
518219,1,0.142857143,9.142857143,0
518227,0,0,9.142857143,0
518248,0,0,9.142857143,0
518251,0,0,9.142857143,0
518257,0,0,9.142857143,0
518279,0,0,9.142857143,0
518294,0,0,9.142857143,0
518297,1,1,9.142857143,1
518322,0,0,9.142857143,0
518336,0,0,9.142857143,3
518344,0,0,9.142857143,0
518346,1,0.285714286,9.142857143,0
518364,0,0,9.142857143,0
518421,1,3,9.142857143,9
518549,0,0,9.142857143,0
518550,0,0,9.142857143,0
518642,0,0,9.142857143,0
518646,1,3.857142857,9.142857143,0
518665,0,0,9.142857143,0
518686,0,0,9.142857143,0
518692,0,0,9.142857143,3
518752,0,0,9.142857143,0
518755,0,0,9.142857143,0
518790,0,0,9.142857143,0
518821,0,0,9.142857143,0
518852,0,0,9.142857143,0
518882,0,0,9.142857143,0
518916,0,0,9.142857143,0
518946,0,0,9.142857143,0
518950,0,0,9.142857143,0
518953,0,0,9.142857143,0
518961,0,0,9.142857143,0
519040,0,0,9.142857143,0
519041,0,0,9.142857143,0
519065,0,0,9.142857143,0
519066,0,0,9.142857143,0
519073,0,0,9.142857143,0
519141,0,0,9.142857143,0
519155,0,0,9.142857143,0
519160,0,0,9.142857143,0
519169,1,4.714285714,9.142857143,2
519185,0,0,9.142857143,1
519192,0,0,9.142857143,0
519204,0,0,9.142857143,0
519213,0,0,9.142857143,0
519233,0,0,9.142857143,0
519235,0,0,9.142857143,0
519238,0,0,9.142857143,0
519301,0,0,9.142857143,0
519305,0,0,9.142857143,0
519312,0,0,9.142857143,0
519331,1,0.714285714,9.142857143,0
519366,0,0,9.142857143,0
519505,0,0,9.142857143,0
519515,0,0,9.142857143,0
519528,0,0,9.142857143,0
519571,0,0,9.142857143,0
519611,0,0,9.142857143,0
519641,0,0,9.142857143,0
519643,2,6.142857143,9.142857143,2
519645,0,0,9.142857143,0
519718,0,0,9.142857143,0
519726,0,0,9.142857143,0
519761,0,0,9.142857143,0
519763,0,0,9.142857143,0
519785,1,1.857142857,9.142857143,1
519843,0,0,9.142857143,0
519846,0,0,9.142857143,0
519893,0,0,9.142857143,0
519903,0,0,9.142857143,0
519906,0,0,9.142857143,0
519933,0,0,9.142857143,0
519953,0,0,9.142857143,3
519967,0,0,9.142857143,0
519973,0,0,9.142857143,0
519978,1,0.857142857,9.142857143,0
519980,0,0,9.142857143,0
520013,0,0,9.142857143,0
520027,0,0,9.142857143,0
520037,0,0,9.142857143,0
520049,0,0,9.142857143,0
520075,0,0,9.142857143,0
520079,0,0,9.142857143,0
520099,0,0,9.142857143,0
520112,0,0,9.142857143,0
520138,0,0,9.142857143,0
520163,0,0,9.142857143,0
520164,0,0,9.142857143,1
520221,0,0,9.142857143,0
520229,1,2.857142857,9.142857143,1
520283,0,0,9.142857143,0
520310,1,3.857142857,9.142857143,0
520311,0,0,9.142857143,0
520334,0,0,9.142857143,0
520337,0,0,9.142857143,0
520353,0,0,9.142857143,0
520376,0,0,9,0
520394,0,0,9,0
520398,0,0,9,0
520421,0,0,9,2
520440,0,0,9,0
520460,1,0.142857143,9,0
520470,0,0,9,0
520473,0,0,9,0
520474,0,0,9,0
520475,0,0,9,0
520526,2,7.142857143,9,0
520570,0,0,9,0
520580,0,0,9,0
520598,0,0,9,0
520609,0,0,9,0
520622,1,5.571428571,9,13
520675,0,0,9,0
520698,0,0,9,0
520740,0,0,9,0
520749,0,0,9,0
520886,3,7.714285714,9,5
520902,0,0,9,0
520964,0,0,9,0
520969,0,0,9,0
521031,7,8.571428571,9,22
521257,1,0.142857143,9,0
521310,0,0,9,0
521321,0,0,9,0
521389,2,6.285714286,9,1
521390,5,7.714285714,9,5
521410,0,0,9,0
521554,1,0.142857143,9,0
521559,0,0,9,0
521596,0,0,9,0
521617,0,0,9,0
521656,0,0,9,0
521659,0,0,9,0
521665,0,0,9,0
521670,0,0,9,0
521681,0,0,9,0
521684,0,0,9,0
521702,0,0,9,0
521736,0,0,9,0
521740,0,0,9,0
521777,0,0,9,0
521826,0,0,9,0
521883,0,0,9,0
521967,1,2.714285714,9,5
521975,0,0,9,0
521980,2,8,9,28
522011,0,0,9,0
522012,0,0,9,0
522018,1,0.571428571,9,0
522061,0,0,9,0
522118,0,0,9,0
522141,0,0,9,0
522203,0,0,9,0
522255,0,0,9,0
522262,0,0,9,0
522263,0,0,9,2
522334,0,0,9,0
522353,0,0,9,0
522364,0,0,9,0
522378,0,0,9,0
522456,0,0,9,0
522472,0,0,9,0
522535,0,0,9,0
522582,1,0.142857143,9,0
522655,0,0,9,0
522657,1,1.857142857,9,4
522667,3,8.571428571,9,26
522690,0,0,9,0
522723,0,0,9,0
522735,0,0,9,0
522743,0,0,9,4
522744,1,4.571428571,9,1
522749,0,0,9,0
522776,0,0,9,0
522792,0,0,9,0
522825,1,2,9,0
522853,0,0,9,0
522856,0,0,9,0
522874,0,0,9,0
522878,1,7.142857143,9,0
522923,0,0,9,0
522926,0,0,9,0
522965,0,0,9,0
522967,0,0,9,2
522982,0,0,9,0
523000,0,0,9,0
523007,0,0,9,0
523020,0,0,9,0
523036,0,0,9,0
523069,0,0,9,1
523084,0,0,9,0
523086,0,0,9,0
523104,0,0,9,0
523128,0,0,9,0
523150,0,0,9,0
523213,0,0,9,0
523232,0,0,9,0
523272,0,0,9,0
523273,0,0,9,0
523285,0,0,9,0
523303,0,0,9,0
523315,0,0,9,0
523336,0,0,9,0
523363,0,0,9,0
523408,0,0,9,0
523409,0,0,9,22
523491,1,0.142857143,9,0
523519,1,7,9,0
523558,2,7.714285714,9,0
523692,0,0,9,0
523702,2,5,9,0
523706,4,2.714285714,9,1
523740,0,0,9,0
523750,0,0,9,0
523771,0,0,9,0
523781,0,0,9,0
523785,0,0,9,0
523794,0,0,9,0
523825,0,0,9,0
523881,0,0,9,0
523914,0,0,9,0
523915,0,0,9,0
523922,0,0,9,0
523929,0,0,9,0
523957,2,1.857142857,9,2
523994,0,0,9,0
524000,0,0,9,0
524006,0,0,9,6
524026,0,0,9,0
524042,0,0,9,0
524076,0,0,9,0
524085,0,0,9,0
524104,0,0,9,0
524134,0,0,9,1
524157,1,2.285714286,9,0
524168,0,0,9,0
524170,0,0,9,0
524201,0,0,9,0
524238,0,0,9,0
524268,0,0,9,0
524273,0,0,9,1
524286,1,0.142857143,9,0
524292,0,0,9,0
524298,0,0,9,0
524308,0,0,9,0
524324,0,0,9,0
524340,2,0.857142857,9,0
524349,0,0,9,0
524375,0,0,9,0
524396,0,0,9,0
524431,0,0,9,1
524449,0,0,9,2
524450,3,7.857142857,9,1
524466,0,0,9,0
524502,1,0.714285714,9,1
524510,0,0,9,0
524549,0,0,9,0
524595,0,0,9,0
524624,0,0,9,0
524659,0,0,9,0
524672,0,0,9,0
524700,0,0,9,1
524761,1,8.857142857,9,9
524786,0,0,9,0
524823,0,0,9,0
524826,0,0,9,0
524849,0,0,9,0
524935,0,0,9,1
524937,0,0,9,0
524946,0,0,9,0
524964,0,0,9,0
524977,0,0,9,0
525050,0,0,9,0
525120,0,0,9,1
525121,0,0,9,0
525180,0,0,9,0
525230,0,0,9,1
525232,0,0,9,0
525252,0,0,9,0
525272,0,0,9,0
525297,0,0,9,0
525299,0,0,9,0
525320,0,0,9,0
525330,0,0,9,0
525378,0,0,9,0
525394,0,0,9,0
525445,0,0,9,0
525455,0,0,9,0
525468,0,0,9,0
525489,0,0,9,0
525519,0,0,9,0
525539,0,0,9,0
525561,0,0,9,0
525655,0,0,9,0
525656,0,0,9,0
525658,0,0,9,0
525669,0,0,9,0
525671,0,0,9,0
525676,0,0,9,0
525681,0,0,9,0
525684,0,0,9,0
525704,10,9,9,16
525707,0,0,9,0
525803,0,0,9,0
525805,0,0,9,0
525821,0,0,9,0
525912,0,0,9,0
525920,0,0,9,0
525939,0,0,9,0
525950,0,0,9,0
525952,0,0,9,0
525981,0,0,9,0
525988,0,0,9,0
526002,0,0,9,0
526012,0,0,9,0
526059,0,0,9,0
526076,0,0,9,0
526090,0,0,9,0
526097,0,0,9,0
526134,0,0,9,0
526169,0,0,9,0
526181,0,0,9,2
526189,0,0,9,0
526210,0,0,9,0
526216,0,0,9,0
526234,0,0,9,0
526240,5,7.714285714,9,20
526242,0,0,9,0
526289,0,0,9,0
526292,0,0,9,0
526294,0,0,9,0
526336,0,0,9,0
526341,0,0,9,0
526355,0,0,9,2
526356,0,0,9,0
526371,0,0,9,0
526417,0,0,9,0
526444,0,0,9,0
526451,0,0,9,0
526452,0,0,9,0
526455,1,3,9,0
526465,0,0,9,0
526498,0,0,9,0
526499,0,0,9,0
526508,0,0,9,0
526518,0,0,9,0
526534,0,0,9,0
526537,2,2,9,4
526543,0,0,9,0
526560,0,0,9,0
526631,0,0,9,0
526658,5,8.142857143,9,8
526673,0,0,9,0
526681,0,0,9,0
526810,2,4.142857143,9,4
526839,0,0,9,0
526841,0,0,9,0
526850,0,0,9,0
526913,0,0,9,1
526933,1,8,9,7
526954,1,8,9,0
527033,0,0,9,0
527038,0,0,9,0
527084,7,7.714285714,9,5
527108,0,0,9,0
527134,0,0,9,0
527151,0,0,9,0
527167,0,0,9,0
527168,0,0,9,0
527195,0,0,9,0
527203,0,0,9,1
527265,0,0,9,2
527271,0,0,9,0
527276,2,2,9,0
527358,0,0,8.857142857,0
527370,0,0,8.857142857,0
527376,0,0,8.857142857,0
527384,0,0,8.857142857,1
527452,0,0,8.857142857,0
527455,0,0,8.857142857,0
527461,0,0,8.857142857,0
527485,0,0,8.857142857,0
527487,0,0,8.857142857,0
527540,0,0,8.857142857,0
527582,0,0,8.857142857,0
527612,0,0,8.857142857,0
527688,0,0,8.857142857,0
527696,0,0,8.857142857,0
527743,0,0,8.857142857,0
527773,3,7.714285714,8.857142857,7
527777,0,0,8.857142857,0
527797,0,0,8.857142857,0
527844,1,0.714285714,8.857142857,0
527847,0,0,8.857142857,0
527889,0,0,8.857142857,2
527980,0,0,8.857142857,0
527986,0,0,8.857142857,0
528005,0,0,8.857142857,0
528012,0,0,8.857142857,0
528025,0,0,8.857142857,0
528031,0,0,8.857142857,0
528057,0,0,8.857142857,0
528084,0,0,8.857142857,0
528091,0,0,8.857142857,4
528137,0,0,8.857142857,0
528143,0,0,8.857142857,0
528146,1,0.714285714,8.857142857,0
528195,0,0,8.857142857,1
528210,0,0,8.857142857,0
528264,0,0,8.857142857,0
528271,1,0.428571429,8.857142857,0
528273,2,7.428571429,8.857142857,11
528352,0,0,8.857142857,0
528354,0,0,8.857142857,0
528370,0,0,8.857142857,0
528379,0,0,8.857142857,0
528385,0,0,8.857142857,0
528440,0,0,8.857142857,0
528497,0,0,8.857142857,1
528506,0,0,8.857142857,0
528514,0,0,8.857142857,0
528587,0,0,8.857142857,0
528630,0,0,8.857142857,0
528637,0,0,8.857142857,0
528640,0,0,8.857142857,0
528693,0,0,8.857142857,0
528706,0,0,8.857142857,0
528736,0,0,8.857142857,0
528776,0,0,8.857142857,0
528802,0,0,8.857142857,0
528803,0,0,8.857142857,0
528851,0,0,8.857142857,0
528868,0,0,8.857142857,0
528875,0,0,8.857142857,0
528888,0,0,8.857142857,0
528909,0,0,8.857142857,0
528964,0,0,8.857142857,0
528980,0,0,8.857142857,0
528997,0,0,8.857142857,0
529009,0,0,8.857142857,0
529054,0,0,8.857142857,0
529095,1,1.142857143,8.857142857,0
529166,0,0,8.857142857,0
529213,0,0,8.857142857,0
529259,0,0,8.857142857,0
529289,0,0,8.857142857,0
529332,0,0,8.857142857,0
529337,0,0,8.857142857,0
529345,0,0,8.857142857,1
529374,0,0,8.857142857,0
529406,0,0,8.857142857,0
529426,0,0,8.857142857,0
529464,0,0,8.857142857,0
529478,0,0,8.857142857,0
529487,2,7.428571429,8.857142857,3
529521,0,0,8.857142857,0
529544,0,0,8.857142857,0
529573,0,0,8.857142857,0
529577,0,0,8.857142857,0
529665,3,8.857142857,8.857142857,0
529678,0,0,8.857142857,0
529691,0,0,8.857142857,0
529701,0,0,8.857142857,0
529705,0,0,8.857142857,0
529713,0,0,8.857142857,3
529755,0,0,8.857142857,0
529767,0,0,8.857142857,0
529782,2,7,8.857142857,2
